Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange,Location,Currency,Market Currency,FX Rate
"028670","PAN OCEAN LTD","Equity","0.01","3.15","2,367,059.00","7,455,849.69","7,455,849.69","Industrials","B24FX49","KR7028670008","Korea Exchange (Stock Market)","Korea (South)","USD","KRW","1,195.30"
"600340","CHINA FORTUNE LAND DEVELOPMENT LTD","Equity","0.01","3.50","2,130,673.00","7,452,020.57","7,452,020.57","Real Estate","BP3R3V4","CNE000001GG8","Shanghai Stock Exchange","China","USD","CNY","6.98"
"600958","ORIENT SECURITIES LTD A","Equity","0.01","1.51","4,906,568.00","7,410,142.69","7,410,142.69","Financials","BZ0D003","CNE100001ZV6","Shanghai Stock Exchange","China","USD","CNY","6.98"
"AEFES","ANADOLU EFES BIRACILIK VE MALT SAN","Equity","0.01","3.75","1,978,018.00","7,411,151.18","7,411,151.18","Consumer Staples","B03MNV4","TRAAEFES91A9","Istanbul Stock Exchange","Turkey","USD","TRY","6.07"
"002001","ZHEJIANG NHU LTD A","Equity","0.01","3.66","2,023,508.00","7,400,891.03","7,400,891.03","Health Care","BD5CH66","CNE000001J84","Shenzhen Stock Exchange","China","USD","CNY","6.98"
"600547","SHANDONG GOLD-MINING LTD A","Equity","0.01","4.98","1,482,778.00","7,386,912.92","7,386,912.92","Materials","BP3R5D0","CNE000001FR7","Shanghai Stock Exchange","China","USD","CNY","6.98"
"1907","YFY INC","Equity","0.01","0.46","16,000,000.00","7,330,156.93","7,330,156.93","Materials","6988616","TW0001907004","Taiwan Stock Exchange","Taiwan","USD","TWD","30.01"
"MIL","BANK MILLENNIUM SA","Equity","0.01","1.32","5,560,238.00","7,319,147.84","7,319,147.84","Financials","4077323","PLBIG0000016","Warsaw Stock Exchange/Equities/Main Market","Poland","USD","PLN","3.84"
"EAST","EASTERN CO.","Equity","0.01","0.86","8,465,914.00","7,308,274.64","7,308,274.64","Consumer Staples","6298177","EGS37091C013","Egyptian Exchange","Egypt","USD","EGP","15.65"
"6005","CAPITAL SECURITIES CORP","Equity","0.01","0.33","22,086,050.00","7,299,957.22","7,299,957.22","Financials","6156673","TW0006005002","Taiwan Stock Exchange","Taiwan","USD","TWD","30.01"
"600606","GREENLAND HOLDINGS GROUP CORPORATI","Equity","0.01","0.89","8,208,832.00","7,287,013.03","7,287,013.03","Real Estate","BZ3F5X4","CNE000000388","Shanghai Stock Exchange","China","USD","CNY","6.98"
"ARCO","ARCOS DORADOS HOLDINGS INC CLASS A","Equity","0.01","6.64","1,096,524.00","7,280,919.36","7,280,919.36","Consumer Discretionary","B529PQ0","VGG0457F1071","New York Stock Exchange Inc.","Argentina","USD","USD","1.00"
"9917","TAIWAN SECOM LTD","Equity","0.01","2.97","2,455,185.00","7,280,560.59","7,280,560.59","Industrials","6877811","TW0009917005","Taiwan Stock Exchange","Taiwan","USD","TWD","30.01"
"TATACHEM","TATA CHEMICALS LTD","Equity","0.01","9.88","735,767.00","7,272,095.27","7,272,095.27","Materials","6101167","INE092A01019","National Stock Exchange Of India","India","USD","INR","73.30"
"7030","MOBILE TELECOMMUNICATIONS","Equity","0.01","2.72","2,675,038.00","7,271,837.22","7,271,837.22","Communication","B2QG180","SA121053DR18","Saudi Stock Exchange","Saudi Arabia","USD","SAR","3.75"
"900948","INNER MONGOLIA YITAI COAL LTD B","Equity","0.01","0.71","10,210,995.00","7,270,228.44","7,270,228.44","Energy","6019011","CNE000000SK7","Shanghai Stock Exchange","China","USD","USD","1.00"
"095700","GENEXINE INC","Equity","0.01","52.54","138,378.00","7,270,257.17","7,270,257.17","Health Care","B3XSP95","KR7095700001","Korea Exchange (Kosdaq)","Korea (South)","USD","KRW","1,195.30"
"1536","HOTA INDUSTRIAL MFG LTD","Equity","0.01","3.86","1,880,216.00","7,267,019.49","7,267,019.49","Consumer Discretionary","6246251","TW0001536001","Taiwan Stock Exchange","Taiwan","USD","TWD","30.01"
"PVR","PVR LTD","Equity","0.01","23.69","306,477.00","7,261,829.25","7,261,829.25","Communication","B0LX4M7","INE191H01014","National Stock Exchange Of India","India","USD","INR","73.30"
"HYP","HYPROP INVS LTD","Equity","0.01","2.98","2,437,573.00","7,256,580.18","7,256,580.18","Real Estate","BN8SXL8","ZAE000190724","Johannesburg Stock Exchange","South Africa","USD","ZAR","15.28"
"010060","OCI LTD","Equity","0.01","41.75","173,854.00","7,257,855.43","7,257,855.43","Materials","6497004","KR7010060002","Korea Exchange (Stock Market)","Korea (South)","USD","KRW","1,195.30"
"POMO4","MARCOPOLO PREF SA","Equity","0.01","1.20","6,066,979.00","7,252,480.64","7,252,480.64","Industrials","2599131","BRPOMOACNPR7","XBSP","Brazil","USD","BRL","4.46"
"2456","CHILISIN ELECTRONICS CORP","Equity","0.01","3.70","1,959,000.00","7,245,160.43","7,245,160.43","Information Technology","6396770","TW0002456001","Taiwan Stock Exchange","Taiwan","USD","TWD","30.01"
"011200","HYUNDAI MERCHANT MARINE LTD","Equity","0.01","2.85","2,542,273.00","7,242,064.39","7,242,064.39","Industrials","6405869","KR7011200003","Korea Exchange (Stock Market)","Korea (South)","USD","KRW","1,195.30"
"069960","HYUNDAI DEPARTMENT STORE LTD","Equity","0.01","58.56","123,397.00","7,226,461.98","7,226,461.98","Consumer Discretionary","6568610","KR7069960003","Korea Exchange (Stock Market)","Korea (South)","USD","KRW","1,195.30"
"WHA.R","WHA CORPORATION NON-VOTING DR PCL","Equity","0.01","0.09","81,428,000.00","7,230,011.10","7,230,011.10","Real Estate","B830433","TH3871010R19","Stock Exchange Of Thailand","Thailand","USD","THB","31.54"
"6456","GENERAL INTERFACE SOLUTION GIS HOL","Equity","0.01","3.30","2,187,000.00","7,221,260.79","7,221,260.79","Information Technology","BXNPSQ4","KYG3808R1011","Taiwan Stock Exchange","Taiwan","USD","TWD","30.01"
"2820","CHINA BILLS FINANCE CORP","Equity","0.01","0.51","14,182,000.00","7,206,060.71","7,206,060.71","Financials","6198954","TW0002820008","Taiwan Stock Exchange","Taiwan","USD","TWD","30.01"
"000069","SHENZHEN OVERSEAS CHINESE TOWN LTD","Equity","0.01","0.98","7,383,902.00","7,203,806.83","7,203,806.83","Consumer Discretionary","BD5CP51","CNE000000SS0","Shenzhen Stock Exchange","China","USD","CNY","6.98"
"2006","TUNG HO STEEL ENTERPRISE CORP","Equity","0.01","0.77","9,354,000.00","7,199,460.23","7,199,460.23","Materials","6907310","TW0002006004","Taiwan Stock Exchange","Taiwan","USD","TWD","30.01"
"2603","EVERGREEN MARINE CORP (TAIWAN) LTD","Equity","0.01","0.38","18,936,449.00","7,192,733.77","7,192,733.77","Industrials","6324500","TW0002603008","Taiwan Stock Exchange","Taiwan","USD","TWD","30.01"
"RTKM","ROSTELECOM","Equity","0.01","1.32","5,447,951.00","7,190,525.14","7,190,525.14","Communication","B58ZLT7","RU0008943394","Standard-Classica-Forts","Russian Federation","USD","RUB","65.43"
"YESBANK","YES BANK LTD","Equity","0.01","0.43","16,868,423.00","7,180,255.77","7,180,255.77","Financials","BF0GLF4","INE528G01027","National Stock Exchange Of India","India","USD","INR","73.30"
"140410","MEZZION PHARMA LTD","Equity","0.01","121.89","58,881.00","7,177,245.63","7,177,245.63","Health Care","B55W726","KR7140410002","Korea Exchange (Kosdaq)","Korea (South)","USD","KRW","1,195.30"
"3969","CHINA RAILWAY SIGNAL COMMUNICATION","Equity","0.01","0.53","13,512,000.00","7,165,125.17","7,165,125.17","Information Technology","BYVDW43","CNE1000021L3","Hong Kong Exchanges And Clearing Ltd","China","USD","HKD","7.77"
"MTH","MOTUS HOLD LTD SHS","Equity","0.01","4.83","1,481,312.00","7,147,785.92","7,147,785.92","Consumer Discretionary","BDRN3H0","ZAE000261913","Johannesburg Stock Exchange","South Africa","USD","ZAR","15.28"
"002027","FOCUS MEDIA INFORMATION TECHNOLOGY","Equity","0.01","0.78","9,154,599.00","7,123,944.90","7,123,944.90","Communication","BD5CND5","CNE000001KK2","Shenzhen Stock Exchange","China","USD","CNY","6.98"
"ECL","ENGIE ENERGIA CHILE SA","Equity","0.01","1.35","5,259,050.00","7,104,086.48","7,104,086.48","Utilities","BWXTK30","CL0001583070","Santiago Stock Exchange","Chile","USD","CLP","804.69"
"204320","MANDO CORP","Equity","0.01","24.81","286,494.00","7,106,623.53","7,106,623.53","Consumer Discretionary","BQJZQJ8","KR7204320006","Korea Exchange (Stock Market)","Korea (South)","USD","KRW","1,195.30"
"1055","CHINA SOUTHERN AIRLINES LTD H","Equity","0.01","0.53","13,386,000.00","7,098,310.06","7,098,310.06","Industrials","6013693","CNE1000002T6","Hong Kong Exchanges And Clearing Ltd","China","USD","HKD","7.77"
"BRSR6","BANCO DO ESTADO DO RIO GRANDE DO S","Equity","0.01","4.05","1,751,579.00","7,090,776.78","7,090,776.78","Financials","B23F8S9","BRBRSRACNPB4","XBSP","Brazil","USD","BRL","4.46"
"JSMR","JASA MARGA","Equity","0.01","0.33","21,244,680.00","7,080,816.22","7,080,816.22","Industrials","B28T1S7","ID1000108103","Indonesia Stock Exchange","Indonesia","USD","IDR","14,281.50"
"670","CHINA EASTERN AIRLINES CORP LTD H","Equity","0.01","0.43","16,430,000.00","7,084,175.30","7,084,175.30","Industrials","6171375","CNE1000002K5","Hong Kong Exchanges And Clearing Ltd","China","USD","HKD","7.77"
